GENE.ID	log2FC	RAW.PVAL	ADJ.PVAL
ENSG00000225972	2.8122338780725	5.85556966046559e-103	1.64112099017316e-100
ENSG00000225630	2.76217132581083	1.89173991762356e-184	2.38586238410683e-181
ENSG00000237973	2.22585706698676	1.06105330795626e-62	1.25065460934059e-60
ENSG00000229344	0.166224438346656	0.262465905179508	0.374883351769418
ENSG00000240409	0.266968526220151	0.533500689924543	0.646412787138855
ENSG00000248527	1.95466469532063	4.43258284113046e-77	7.35575457793912e-75
ENSG00000198744	2.1466059765329	3.49914442714793e-72	5.25371541847496e-70
ENSG00000228794	-0.253720666110073	0.517091756375207	0.632301845201097
ENSG00000225880	0.573031726636936	0.114043541466403	0.192623161239357
ENSG00000223764	2.56275734222949	2.65639379051433e-12	3.42210811909773e-11
ENSG00000187634	-0.0509018956730436	0.908388877006701	0.937989235042452
ENSG00000188976	0.170510169225979	0.0826123624945533	0.148483271452374
ENSG00000187961	-0.155218779481589	0.612271422865909	0.714269464913962
ENSG00000272512	0.606376469285996	0.00100288039584594	0.00335855750196734
ENSG00000188290	0.149578130745238	0.571777874627949	0.678899681316959
ENSG00000187608	0.83811259585691	1.19425849752744e-09	1.17305203822555e-08
ENSG00000188157	-0.602182172563746	0.000166156704834699	0.000676644611357837
ENSG00000217801	1.71673168363282	1.95033054772475e-07	1.39521093975635e-06
ENSG00000131591	-0.543080845699053	0.0993078847717407	0.172445414118297
ENSG00000078808	-0.537627186458303	1.07683443084605e-05	5.68482036074944e-05
ENSG00000176022	-0.0887523269962587	0.669863138522349	0.760972248517733
ENSG00000160087	-0.994458266572621	4.10221763651465e-10	4.23034904592991e-09
ENSG00000162572	1.51230159823725	0.0011622640815294	0.00382744194999759
ENSG00000131584	-0.249394251219927	0.499173440581446	0.616367283396632
ENSG00000169972	-0.0584790110394122	0.794062636959027	0.856178334387215
ENSG00000127054	-0.0748364278313822	0.60942895373567	0.711809405863518
ENSG00000224051	-0.241695623535644	0.542708867530162	0.654301141123258
ENSG00000107404	-0.388713934203952	0.0407350623715226	0.082663009916274
ENSG00000162576	4.19934855012062	6.99287037589715e-21	1.7638816236163e-19
ENSG00000175756	0.407181289114815	8.99451224487143e-05	0.000388223095250919
ENSG00000221978	0.080013330916932	0.646736703365672	0.740906831033505
ENSG00000224870	-0.280766919061841	0.401162246992653	0.523103624800593
ENSG00000242485	0.572805337369842	4.46868547813481e-07	3.03986306635579e-06
ENSG00000272455	1.17279083154859	0.00992604772981035	0.0250174488346059
ENSG00000160072	0.0068969320224858	0.969412733301154	0.979980233439737
ENSG00000197785	-0.264866364854187	0.0610946861006612	0.11572937535319
ENSG00000160075	-0.332831129535674	0.0019945338226295	0.00615489615145663
ENSG00000215014	2.6600062740616	1.72119478478364e-21	4.53188071517564e-20
ENSG00000228594	0.434805142491487	0.192319359110453	0.293825773119447
ENSG00000272106	0.842727097998945	0.00179478537313556	0.00560292899158062
ENSG00000197530	0.130916795149343	0.503220196356267	0.620149806179914
ENSG00000248333	0.158778144071574	0.449358864310092	0.570682266603752
ENSG00000189339	-0.408078619263712	0.189277552544142	0.290162695112036
ENSG00000008130	-0.545218487046266	0.00595299969295377	0.0160562942958796
ENSG00000078369	-0.0743640483401886	0.457012015147254	0.576902765993111
ENSG00000142609	1.56906450492157	0.0075045948404015	0.0196528135646062
ENSG00000067606	-0.132104606817693	0.71365169423157	0.795595789591493
ENSG00000162585	0.797352968221908	3.88656693015552e-10	4.02441560945168e-09
ENSG00000157933	-0.686952534073038	0.000322008343327913	0.00122250729261037
ENSG00000116151	-0.402798522673089	0.260130177187838	0.372221669468234
ENSG00000269896	-0.78600535672204	0.230291878972038	0.338650812475333
ENSG00000157916	0.191318202103955	0.16808778660492	0.263737641784182
ENSG00000157911	-0.211884796076027	0.387889711191434	0.51012148462423
ENSG00000157881	-0.11767652696574	0.556169272323833	0.665230313170437
ENSG00000197921	0.203948393337363	0.609809115811487	0.71212153413097
ENSG00000157870	-0.386850636110968	0.107695046670307	0.18446963582859
ENSG00000130762	-0.733716196119618	0.029482669903211	0.0630443256729905
ENSG00000162591	-0.373038015877713	0.100624168201813	0.174347026976406
ENSG00000158109	-0.25419353636686	0.0413100001203088	0.0835206350620928
ENSG00000116213	-0.363749788488019	0.048211639514294	0.0951259695798304
ENSG00000227372	0.213006102415308	0.503951124502095	0.620686677951213
ENSG00000130764	0.136280890953655	0.229629072666622	0.337956041577302
ENSG00000116198	0.390397969957023	0.00130589056850148	0.00424481748709811
ENSG00000169598	-0.784322623525871	0.174910697310534	0.272342433886475
ENSG00000198912	-0.738612014888804	2.17146836283183e-06	1.30598755326824e-05
ENSG00000131697	-0.751781744443654	0.373540761591665	0.494811058207549
ENSG00000069424	-0.885805342535891	8.47685376554191e-07	5.47134491765683e-06
ENSG00000116251	0.390119181850322	7.45000600521242e-06	4.06047864035173e-05
ENSG00000158286	0.207266784485625	0.528508145069691	0.641967131428194
ENSG00000116237	-0.489731741559397	5.14294395287656e-06	2.8943689930245e-05
ENSG00000158292	-0.72860471677416	0.0085175227122821	0.0219275355066956
ENSG00000097021	0.211981985310725	0.108937415024095	0.185915923989701
ENSG00000069812	1.6801630967561	0.00255134829180346	0.00760520081688141
ENSG00000162408	0.203408050720822	0.172875737169429	0.269626681045701
ENSG00000204859	-0.478169717573108	0.0179151531530602	0.0412159634378686
ENSG00000162413	0.428327416217252	0.0133998406115695	0.0323195237699589
ENSG00000116273	-1.37476064489763	1.83249639802836e-05	9.21876528597276e-05
ENSG00000041988	-0.474727915550405	0.0276344421032677	0.0596994833515609
ENSG00000007923	0.159352227768406	0.24186138523754	0.351252840825561
ENSG00000171735	0.65463671944814	3.6702583769925e-11	4.2119471019681e-10
ENSG00000049245	0.0321310405063312	0.739308968792162	0.816262340401536
ENSG00000049246	-1.33596235081475	0.0585998300885634	0.111826457418212
ENSG00000116288	0.0254554570759089	0.799359589768041	0.859831501315758
ENSG00000116285	0.257339338339282	0.18594439724585	0.285747622525243
ENSG00000142599	-0.600593479837093	0.0114092533663356	0.0280751011556961
ENSG00000074800	0.828592743018487	1.1695798575299e-30	4.82050364809382e-29
