GENE.ID	log2FC	RAW.PVAL	ADJ.PVAL
ENSG00000225972	2.88346664541543	2.15802384210248e-17	5.19410660730698e-15
ENSG00000225630	2.79394613471374	3.18202572957371e-21	6.73528779426434e-18
ENSG00000237973	2.25794193157363	9.12418306902538e-16	1.13481634991216e-13
ENSG00000229344	0.330313070321942	0.048291618170529	0.0901386758914931
ENSG00000248527	1.9505664366244	3.50772989122981e-16	5.3672493516408e-14
ENSG00000198744	2.08152453443624	8.7203825403292e-14	5.73828281151196e-12
ENSG00000228794	-0.22242849322043	0.516232399366663	0.614792898720614
ENSG00000225880	0.563836592270178	0.0736444176996683	0.128050945343071
ENSG00000223764	2.57028311075777	6.11616282481953e-08	7.96669414104697e-07
ENSG00000187634	-0.162769943200222	0.672501527451321	0.749453264183203
ENSG00000188976	0.143688425026634	0.122246953688151	0.194504674497559
ENSG00000187961	-0.151071793945567	0.587690493793419	0.679009213171072
ENSG00000272512	0.564271422645882	0.00310595768444771	0.00902440233184304
ENSG00000188290	0.107051613429224	0.6507775023881	0.731802797882028
ENSG00000187608	0.835182141378985	5.43702682400404e-07	5.44990060496064e-06
ENSG00000188157	-0.587689228840383	0.00115693536742216	0.00394763008228412
ENSG00000217801	1.72752315354154	2.35672447762686e-06	1.96060666131347e-05
ENSG00000131591	-0.672195405177674	0.0469588598525312	0.0881558170858025
ENSG00000078808	-0.560956627272377	3.5888306227682e-05	0.000206049497780995
ENSG00000176022	-0.111705383992082	0.563362467597682	0.657255139379165
ENSG00000160087	-1.00249837022713	7.05584749634854e-07	6.8569339911369e-06
ENSG00000162572	1.36165091804325	0.0028082841879324	0.00831356857499801
ENSG00000131584	-0.284522944137823	0.412088676418776	0.515711221150252
ENSG00000169972	-0.0696121226310155	0.726716801339942	0.795081269556966
ENSG00000127054	-0.0727393235142189	0.591933286327056	0.682793164064815
ENSG00000224051	-0.319207111603219	0.35652520722764	0.461368466658959
ENSG00000107404	-0.478036468034566	0.0165494124693356	0.0372193267860036
ENSG00000162576	4.15879068278219	1.87309656967159e-10	5.03989966839601e-09
ENSG00000175756	0.397423306147704	0.000247326025399508	0.00106874464871512
ENSG00000221978	0.0459878963797583	0.776746356427537	0.833815760661053
ENSG00000224870	-0.257149942085361	0.406027269272407	0.510341387099512
ENSG00000242485	0.574885178598894	6.47470613272789e-06	4.75860925264145e-05
ENSG00000272455	1.19841959265007	0.00302380060943821	0.00883416290397343
ENSG00000160072	-0.0473779628362076	0.769409704668116	0.828093495702125
ENSG00000197785	-0.288582875164066	0.0374321169683073	0.0730242527645933
ENSG00000160075	-0.34240720274942	0.00195686574068704	0.00613331562357487
ENSG00000215014	2.62647492161584	1.76999856050308e-10	4.78276206774237e-09
ENSG00000228594	0.372717495658199	0.216097534760144	0.309721102748429
ENSG00000272106	0.81872960707159	0.00161870046609023	0.00522692497313651
ENSG00000197530	0.132749244961389	0.447524873703687	0.550946674683678
ENSG00000248333	0.158167591150522	0.419713721293785	0.522892315129593
ENSG00000189339	-0.323815960841314	0.241790327866271	0.338339780998446
ENSG00000008130	-0.558207788184304	0.00685679014482404	0.0177499459517459
ENSG00000078369	-0.0891165688316776	0.324962596627964	0.428427140076238
ENSG00000142609	1.7880245045615	0.000644677653597291	0.00241302864741691
ENSG00000067606	-0.153133891914514	0.62031748836902	0.706866945023469
ENSG00000162585	0.743537307168246	8.24455357904331e-07	7.83140093147719e-06
ENSG00000157933	-0.682646197640642	0.000806120378354058	0.00291092658660692
ENSG00000116151	-0.332595784547433	0.274525355775352	0.375212227544873
ENSG00000269896	-0.89039497000017	0.100869599384895	0.166347735643185
ENSG00000157916	0.188986153250692	0.129553518411901	0.204363393843144
ENSG00000157911	-0.204672399692769	0.345403957173417	0.450418960478734
ENSG00000157881	-0.118076506354838	0.527635405236461	0.625363874080187
ENSG00000197921	0.211262547467255	0.545127215374185	0.640961104657577
ENSG00000157870	-0.361189008561949	0.117780772604574	0.188817951537249
