GENE.ID	log2FC	ADJ.PVAL
ENSG00000270277	-0.0154871254392169	0.006685746906144529
ENSG00000261553	-0.119020302421925	0.022786206917145592
ENSG00000270574	-0.0292001403478022	0.25482596283671183
ENSG00000186191	0.924291307530705	0.7960321913750448
ENSG00000271141	0.18260577257993	0.998561143883554
ENSG00000137878	-2.86330518330688	0.0015514953977789434
ENSG00000263155	-2.27690008005018	0.6845108704730742
ENSG00000228741	1.27997223874238	0.009560744579117503
ENSG00000010704	-1.16429587589718	0.7639638919839434
ENSG00000138346	1.03385674218257	0.7243162120488713
ENSG00000077327	1.10325592690135	0.8925343143991349
ENSG00000186714	1.10874078384941	0.006677804484650629
ENSG00000196531	1.02532025172989	0.03199843854178136
ENSG00000091831	1.1586836151211	0.954327574119176
ENSG00000136153	1.46680192205672	0.7098549319656494
ENSG00000121380	1.06799697499668	0.0015584165811066066
ENSG00000157654	-1.03275077956653	0.011221297871367763
ENSG00000273167	1.0396455008561	0.8222513288611795
ENSG00000241978	-0.988617413836151	0.00110604362061367
ENSG00000147082	-1.00601515265432	0.6663105191015539
ENSG00000116785	-1.01286874621277	0.8166752888567971
ENSG00000196565	-0.949890729988981	0.08835061733471225
ENSG00000269438	-1.00719803948867	0.5886401297669448
ENSG00000138376	0.961261164384092	0.6663105191015539
ENSG00000012124	1.09144477239421	0.34217591357469046
ENSG00000138780	-0.98612769855899	0.8254790785555076
ENSG00000116731	1.06087731752736	0.9722935764892037
ENSG00000087206	-0.890457265349062	0.7582742224637861
ENSG00000103194	0.957028903205909	0.6663105191015539
ENSG00000138785	0.915925936118457	0.8222513288611795
ENSG00000064692	-0.936800795151113	0.7822427497659667
ENSG00000134516	-1.3247558058302	0.05004152566852458
ENSG00000243147	0.915076259112104	0.6663105191015539
ENSG00000079819	-0.878704625416028	0.739139470076434
ENSG00000254685	-0.995495265968089	0.6976381064765242
ENSG00000159708	-0.884483041830879	0.03188861044884338
ENSG00000129071	1.06552181852747	0.038456566230267
ENSG00000126542	-0.867613804288952	0.911983928209887
ENSG00000163376	-0.852551573523627	0.6663105191015539
ENSG00000225885	1.06295584171127	0.5895934944842347
ENSG00000033122	1.0257128315162	0.014118880418791366
ENSG00000011347	-0.82065437104941	0.03995804429428681
ENSG00000104415	-0.836204120260241	0.7921688807972418
ENSG00000053770	0.799549760656669	0.8222513288611795
ENSG00000151229	-0.830557168444124	0.6663105191015539
ENSG00000214216	0.9872360069403	0.0015584165811066066
ENSG00000172403	-0.77015080614755	0.0015514953977789434
ENSG00000170633	0.756837375502065	0.8222513288611795
ENSG00000149100	1.31640079270702	0.7224727651352342
ENSG00000183675	-0.817292721067622	0.0019221695322960387
ENSG00000165355	-0.709326610577304	0.6885411533659082
ENSG00000271829	0.729036101192288	0.6080236839768012
ENSG00000158528	0.937895675696127	0.0028873348674938863
ENSG00000164465	1.10195618853155	0.6663105191015539
ENSG00000132704	0.652389753917845	0.6780006754941705
ENSG00000171174	0.665553611364603	0.20295093766470632
ENSG00000072736	-0.932607222777257	0.1293638759539959
ENSG00000072501	0.621590727229437	0.0792984618819667
ENSG00000105388	0.853148019764478	0.40594356195440673
ENSG00000129455	0.631664996676571	0.6585616861796901
ENSG00000124469	-0.780420124358442	0.9733641063180558
ENSG00000260916	-0.939538710269927	0.6663105191015539
ENSG00000198000	-0.596031984991597	0.6663105191015539
ENSG00000259030	-0.609484016365368	0.0021070523727899563
ENSG00000177192	-0.913018808286197	0.9722935764892037
ENSG00000140265	0.611185476712039	0.5751943820344044
ENSG00000116783	-0.595753370395758	0.8222513288611795
ENSG00000134644	-0.887415577601939	0.13436817192644554
ENSG00000137497	0.635369192493789	0.7243162120488713
ENSG00000133318	-0.899503454522787	0.1303388422611674
ENSG00000100796	0.929492713939991	0.0407764570130833
ENSG00000261771	-0.900412194350061	0.006495219734779759
ENSG00000272841	0.764081996721334	0.31636308601251634
ENSG00000145216	0.598630354344146	0.0035264471614640247
ENSG00000060237	0.571946749638901	0.6663105191015539
ENSG00000183230	-0.543496270987284	0.01461622020446668
ENSG00000253797	-0.551738100554241	0.7960321913750448
ENSG00000269384	0.559525566204239	0.0038635154716330036
ENSG00000079385	-0.637218236560691	0.08963260443541836
ENSG00000253710	-0.540072752800752	0.0015514953977789434
ENSG00000095637	0.597835669154968	0.5758538282806321
ENSG00000153827	-0.569354011046177	0.763500190883084
ENSG00000213022	0.912001010737895	0.0015514953977789434
ENSG00000269741	0.657304064919177	0.6089347180880091
ENSG00000264832	0.95860738464035	0.008340026798502858
ENSG00000154856	-0.526949722594029	0.6663105191015539
ENSG00000162522	-0.542523471943422	0.006840177460200722
ENSG00000124253	0.488598906622766	0.8222513288611795
ENSG00000134853	0.603889332491461	0.18540181156843805
ENSG00000104870	-0.524633717715143	0.9767587388033374
ENSG00000185664	-0.518868316328141	0.1634693650742013
ENSG00000257175	0.866658634945248	0.030718488864189195
ENSG00000120549	0.590798345172772	0.58996268584151
ENSG00000145332	-0.469040052348755	0.00491740070414048
ENSG00000253506	0.576671462715519	0.0017769637790504534
ENSG00000206199	0.575202341176979	0.6976381064765242
ENSG00000103313	0.436507449321429	0.970811555887374
ENSG00000236699	0.793527255370769	0.1891772190834232
ENSG00000038427	0.432384017480968	0.6663105191015539
ENSG00000132275	0.528075241345185	0.0017515827463982095
ENSG00000255529	0.997343897482121	0.8222513288611795
ENSG00000257884	0.672666432430554	0.640095456346725
ENSG00000215268	0.802605095588519	0.8005693171748964
ENSG00000072201	0.421773433643273	0.6663105191015539
ENSG00000181392	-0.40182296632836	0.005748717853084991
ENSG00000215749	0.985499401585828	0.5303168569729353
ENSG00000144460	-0.546349674102649	0.016983638018397293
ENSG00000205754	0.500556315626829	0.0015514953977789434
ENSG00000176601	-0.432400101402714	0.13079139869701298
ENSG00000251143	0.734260366072298	0.7691931377911596
ENSG00000187953	-0.396357990221704	0.017907474916854408
ENSG00000122512	-0.384239065981709	0.18861412320830204
ENSG00000270132	-0.602084753584932	0.04551607315587273
ENSG00000024526	-0.52536423614699	0.011221297871367763
ENSG00000156313	-0.485597709579251	0.022786206917145592
ENSG00000123965	-0.710029957253722	0.1891772190834232
ENSG00000169862	-0.490498295553997	0.7582742224637861
ENSG00000121089	0.607639019891734	0.8876565143843728
ENSG00000242441	-0.459020133302216	0.8005693171748964
ENSG00000267881	0.426409794682705	0.6663105191015539
ENSG00000268264	-0.565680146596933	0.21819132957278015
ENSG00000212127	0.308262796425021	0.4060724818699451
ENSG00000227725	-0.289352335975121	0.1451528479047902
ENSG00000256966	0.569662715935351	0.8258808840863315
ENSG00000137496	0.688365021625274	0.7243162120488713
ENSG00000213934	-0.509780582495551	0.6663105191015539
ENSG00000111700	-0.368064000292819	0.41222315574375745
ENSG00000261876	-0.61213603871473	0.20260652475585664
ENSG00000074047	-0.651494334723752	0.8755672155342584
ENSG00000227158	0.495786613048008	0.7582742224637861
ENSG00000116918	0.594585756254267	0.0015514953977789434
ENSG00000261984	0.329483938574073	0.06230507988920694
ENSG00000070601	0.481531482022887	0.0015514953977789434
ENSG00000268444	0.370847614365221	0.4578308136576522
ENSG00000270106	0.576652538964911	0.1201891932354044
ENSG00000067601	-0.503217018616892	0.7921688807972418
ENSG00000196861	0.350430659670927	0.001746994239306226
ENSG00000013297	-0.234088025930631	0.6663105191015539
ENSG00000155657	-0.22062479472428	0.2967194097417589
ENSG00000167355	-0.464651423717741	0.8254790785555076
ENSG00000134365	0.454832380851025	0.0015514953977789434
ENSG00000180230	0.469463757034604	0.9969590819558521
ENSG00000179532	0.181609738944059	0.7113743835176108
ENSG00000078018	0.443524639076728	0.005748717853084991
ENSG00000138829	0.193803159969758	0.002067330119445817
ENSG00000107371	0.323642641887375	0.12288223651126928
ENSG00000146147	-0.385737952424238	0.8755672155342584
ENSG00000103495	0.186825916213907	0.6663105191015539
ENSG00000080910	-0.337276413078405	0.7921688807972418
ENSG00000096070	-0.234698050431671	0.8755672155342584
ENSG00000263276	-0.433174536824337	0.6845108704730742
ENSG00000090932	0.290103704286567	0.8513829639287095
ENSG00000185803	0.180175273835395	0.9212047620508668
ENSG00000243444	-0.259665056232533	0.6821395740137892
ENSG00000248327	-0.286997830747101	0.003395936512784907
ENSG00000110696	-0.159964422160541	0.005748717853084991
ENSG00000147526	0.156945993499267	0.002406896054317066
ENSG00000013561	0.165756564529386	0.23360832618895655
ENSG00000085511	0.398024071480114	0.6663105191015539
ENSG00000107338	0.155838418088201	0.26373358425787674
ENSG00000255872	0.15362174726243	0.8258808840863315
ENSG00000115310	0.145196448919744	0.7391996987923322
ENSG00000197978	-0.358056577552275	0.003395936512784907
ENSG00000242068	0.391012649621807	0.27541928052616726
ENSG00000230373	-0.365385682463982	0.6976381064765242
ENSG00000175768	0.157096595116007	0.1882516131606679
ENSG00000263247	-0.178379532842106	0.7362031520120886
ENSG00000257046	0.157942655497706	0.005116909285457715
ENSG00000084234	-0.264522360426397	0.7113743835176108
ENSG00000068781	0.130798933713039	0.008104506003997716
ENSG00000090924	0.126338187390553	0.6663105191015539
ENSG00000114204	0.316010266181382	0.9391037942423931
ENSG00000259137	-0.171528514145	0.0015514953977789434
ENSG00000174776	0.12362420485183	0.08248508908764543
ENSG00000237324	0.297837189124431	0.005748717853084991
ENSG00000239305	0.275895358122358	0.0015514953977789434
ENSG00000164116	-0.11572160229998	0.6663105191015539
ENSG00000179044	0.121221430415303	0.0015584165811066066
ENSG00000272781	-0.15136416930475	0.014118880418791366
ENSG00000184206	0.203284297688448	0.021081246653027724
ENSG00000273078	-0.116110240539014	0.7040728799590759
ENSG00000172671	0.119378570507954	0.003227140238621737
ENSG00000159147	-0.215714699728373	0.7224727651352342
ENSG00000272818	-0.111567336101749	0.48975537683797693
ENSG00000233448	-0.207240612160609	0.6663105191015539
ENSG00000250588	0.148760579728906	0.002383830110036473
ENSG00000132185	0.102510428382069	0.0015514953977789434
ENSG00000204970	-0.107122772255055	0.5655036716284889
ENSG00000255408	-0.106220898744951	0.8222513288611795
ENSG00000070018	0.109165049068039	0.6663105191015539
ENSG00000118200	-0.258363935360654	0.6663105191015539
ENSG00000188542	0.162813560144564	0.6213472246035487
ENSG00000268008	-0.103023487840807	0.13436817192644554
ENSG00000248049	-0.132985916272262	0.8755672155342584
ENSG00000083093	-0.134233853847377	0.9722935764892037
ENSG00000217128	-0.101575259444148	0.9336744493352671
ENSG00000213931	0.0942713324280599	0.6663105191015539
ENSG00000165379	0.131663494389245	0.7320164997109416
ENSG00000273146	-0.0938019577878043	0.9181113062820482
ENSG00000171475	0.0898680265020042	0.005748717853084991
ENSG00000257062	-0.231262289147304	0.008465451588057235
ENSG00000268591	-0.0942691354854134	0.5758538282806321
ENSG00000272756	-0.0910683392679938	0.2544553270798482
ENSG00000272974	-0.0910171002135439	0.45837040295625625
ENSG00000273256	-0.0909896362230119	0.8925343143991349
ENSG00000273317	-0.0909729799408772	0.0017769637790504534
ENSG00000273220	-0.0909738262239137	0.0015514953977789434
ENSG00000272548	-0.0909738262239137	0.019444927743371886
ENSG00000272550	-0.0909738262239137	0.038621317949481586
ENSG00000272794	-0.0909738262239137	0.045706084918422984
ENSG00000272615	-0.0909738262239137	0.18127960229503415
ENSG00000272935	-0.0909738262239137	0.5057206814576035
ENSG00000273263	-0.0909738262239137	0.9055931398137534
ENSG00000204965	-0.0887235198296632	0.5886401297669448
ENSG00000122482	0.116322258494129	0.002710530470401706
ENSG00000238045	0.193298661775626	0.7647985000172387
ENSG00000251664	-0.0868856370692267	0.00110604362061367
ENSG00000239389	-0.0868347762238614	0.8005693171748964
ENSG00000081842	-0.0867874315197125	0.0015514953977789434
